USER_ID_hash,REG_DATE,SEX_ID,AGE,WITHDRAW_DATE,PREF_NAME,PREF_NAME_ENG
5491e03a83d0908152a15dadc7549665,3/4/11 20:14,m,44,NA,神奈川県,Kanagawa
6a8bba5798d4d1019e75051953c20072,2/23/12 19:45,m,61,NA,福岡県,Fukuoka
d4ba2736d241ea0366d77c15892ca8e6,3/19/12 17:00,f,50,NA,東京都,Tokyo
03d96aad0aaab0946a72a2aba99f8976,11/9/10 1:16,f,45,NA,埼玉県,Saitama
bed8999d75e37bb1fa77700898af2534,11/17/10 23:14,m,49,NA,沖縄県,Okinawa
f952e0253dcc028ed77739f2aa6f62f0,6/29/11 10:59,m,24,NA,,No Prefecture Listed
b24b705f826781b6639530758a6f60d1,4/19/12 19:45,f,45,NA,大阪府,Osaka
c164c5a5ba04080bcf18a60a5131b13e,7/21/11 20:13,m,57,NA,神奈川県,Kanagawa
48f04ee1ac2b4db29d4caa25f9644ba0,9/23/11 9:37,f,45,NA,千葉県,Chiba
2a1005b213cd0e051e04478df4d00f78,11/14/10 17:20,f,51,NA,三重県,Mie
9d13c551229e6d655ff2c32daa3eb0a1,5/11/12 18:33,m,44,NA,,No Prefecture Listed
4d389ff895f8edf9da95aa6e089d7105,4/13/11 11:55,m,37,NA,東京都,Tokyo
cc39ab8a591d908f8f3b5cd1420c3319,3/4/11 14:25,f,38,NA,東京都,Tokyo
9bdf3aeee548d8ecc17f7860e1313bbc,5/23/11 12:16,f,35,NA,兵庫県,Hyogo
64851f792aa67e6b25de1d82e73c5f70,8/31/11 9:34,f,29,3/23/12 21:46,,No Prefecture Listed
c79dde079de090403b651e1b1e343c6f,2/13/11 21:57,m,28,NA,,No Prefecture Listed
c988fc171a071e0990ea282804152d43,5/21/11 8:29,m,34,NA,神奈川県,Kanagawa
85cbf53ecfc30a30ea54e93b00522c4c,8/24/11 14:07,m,40,NA,茨城県,Ibaraki
0b76d98d20f74aa5b5cb708bba7906e4,5/19/11 8:19,m,38,NA,東京都,Tokyo
27ab20d45e00d51f495b0aca565ff893,5/20/12 3:18,f,28,NA,埼玉県,Saitama
a1305a969abc7cfd6702a048bffa3497,7/8/11 23:02,f,24,NA,,No Prefecture Listed
204616876b76d2c150affd385ca4b8cf,5/21/11 0:28,m,38,2/3/12 19:10,東京都,Tokyo
111b589077b4e146157037a6f99950a5,8/16/11 10:14,f,36,NA,,No Prefecture Listed
fe213bdfeb9e617b114db5be6eed3075,2/19/12 22:43,f,37,NA,福岡県,Fukuoka
ee2a30c2ca629b170bec4c74a6784d5b,8/19/11 17:35,m,63,NA,神奈川県,Kanagawa
1115b4b5fafe812634dafa9fb6414bf9,9/1/11 8:13,m,30,10/3/11 12:35,,No Prefecture Listed
8ca1bfbba635364131e641063be737ea,12/12/11 22:02,m,36,NA,,No Prefecture Listed
f4674e1451c943c3ef428943b8a209c9,4/18/11 15:39,m,71,NA,,No Prefecture Listed
fe3db75d7b928c23055f42c3af5cec36,11/14/10 19:13,m,44,NA,東京都,Tokyo
1d36127d61ca1f1979152be3455bdf5f,6/8/12 19:27,m,37,NA,兵庫県,Hyogo
54141778ce61a25a11dca8bb8591c274,5/26/11 23:01,m,60,NA,,No Prefecture Listed
b80df55ccec5758ccec0806a82d7d5b1,5/26/12 23:05,f,56,NA,,No Prefecture Listed
a9baae61bd770227fb41b214849c9885,5/18/11 21:49,f,71,NA,大阪府,Osaka
70df4705567ba6ca9e3af57a73d8f9de,2/1/12 15:46,f,25,NA,,No Prefecture Listed
7e7fef0e10cf867c924a44552d7e63aa,10/29/11 11:36,m,27,NA,,No Prefecture Listed
b513d24721f5f8628c338a6271ab1154,6/22/11 11:10,m,43,NA,神奈川県,Kanagawa
ebca6fce62806bd12b8b191d80e4bdf7,4/20/11 17:24,m,61,NA,神奈川県,Kanagawa
e188918d81ea5fe235fc53ab52fbd31d,1/6/12 9:09,f,48,NA,東京都,Tokyo
387f647c2018e97044901b9799f421b5,2/23/11 18:22,m,41,NA,千葉県,Chiba
aa9d39055f8fee1770e52a31ded2034b,12/23/11 13:27,m,48,NA,東京都,Tokyo
118d41a61656bbfe22ee73294f45289c,4/22/12 22:47,m,34,NA,茨城県,Ibaraki
0d6c3434c4e8b74836f16cb16f7a9238,6/1/11 19:37,f,42,NA,神奈川県,Kanagawa
debab6f4bae9d0995f3e260c5b1c58d3,5/22/12 15:24,f,42,NA,,No Prefecture Listed
9e773024e1511cbf6704fdf45170406b,6/17/11 21:40,f,61,NA,愛知県,Aichi
ec274110c06f20cb843f54d91e4d8892,10/14/11 17:16,f,46,NA,大阪府,Osaka
fe4fb8d07a73c03d7e0626f49d6afc60,7/29/10 9:45,f,61,NA,千葉県,Chiba
c33dc0c22f04b1a07c31d701acc593e7,2/28/11 22:19,f,27,NA,愛知県,Aichi
48c0c5997a8301ebc84babfac1c83fcd,2/24/12 19:48,m,33,NA,鹿児島県,Kagoshima
ed0b4a9f8002a989f79e5781ebbe0f4d,2/14/11 22:45,f,49,NA,愛知県,Aichi
a6b4509477b4aaa3d82238cddebee222,10/16/10 21:50,m,59,NA,大阪府,Osaka
522f7fecd5303908797f874037a4cec0,12/3/10 14:48,f,42,NA,東京都,Tokyo
282cca1c9d30337b565655e94331d2ab,8/10/11 20:17,f,37,8/21/11 19:34,,No Prefecture Listed
df8012ac8bd17d94bde0ad2f5c452591,7/28/11 12:38,m,36,NA,,No Prefecture Listed
f246fa8279a41f21ebbf6e08a95102d5,2/25/12 10:29,m,56,NA,,No Prefecture Listed
79893d409081aeaed2550ff561967f0d,7/9/11 18:04,f,34,NA,大阪府,Osaka
5552a1f2f69748de3c397db548c92bc1,3/18/12 17:40,f,52,NA,兵庫県,Hyogo
f51f9a9d514c9a5776820f4757e08c79,3/6/11 11:28,m,45,NA,宮城県,Miyagi
6434a69c5df328f00a6de71c327bf018,11/17/10 3:00,f,57,NA,東京都,Tokyo
49302e10ea25007de9e01e30cc92d18e,5/16/12 17:00,f,41,NA,神奈川県,Kanagawa
0c19892c7e2fc274a8699cef7e8e1415,11/13/11 13:17,m,67,NA,福岡県,Fukuoka
f062b910cb25727bfe13977aa1103c1b,2/24/11 17:13,m,37,4/12/12 22:33,千葉県,Chiba
0175f1bb9e5a0266f81a4abf85999670,1/17/12 17:47,m,23,NA,,No Prefecture Listed
cfb28ac5501a4337377096547d547c7e,3/14/12 10:51,m,23,4/29/12 22:42,愛知県,Aichi
90e5569147b90016d87c5bcf69936d88,2/13/11 13:26,m,34,NA,長崎県,Nagasaki
ff405c2db14e4754756524735df3f28b,5/21/11 20:00,f,50,NA,大阪府,Osaka
26ae745140c256c32c3f248d7edecc1a,1/20/12 18:56,m,45,NA,大阪府,Osaka
c25ca49bd6fca883d9820dac1eca6f25,1/22/12 7:48,m,63,NA,兵庫県,Hyogo
223b1f4e5ac846797e463a734d4f4a05,2/21/11 20:15,m,31,NA,静岡県,Shizuoka
7e70f153be05bfebe2256e305d858ac6,8/19/11 15:51,f,43,NA,,No Prefecture Listed
d53b5abfa4bc6825f209a53741b641fc,8/1/11 14:15,f,28,NA,,No Prefecture Listed
abe881a938696803992f9bb13d841705,11/10/10 10:38,m,38,NA,広島県,Hiroshima
41b42c3b951841d294fa386d8bee4cce,11/16/10 11:52,f,63,NA,静岡県,Shizuoka
e109d574a7fdc13eab74ffa22437d015,12/19/10 13:56,m,38,NA,和歌山県,Wakayama
fcf364363f751fecf09b2abdca0f03a9,5/17/11 14:26,m,47,NA,京都府,Kyoto
44f15c3c4347c839b8debd8f9c4cf357,7/22/11 3:53,f,35,8/6/11 21:47,,No Prefecture Listed
9985d4b59f10cb63d76d91a620acfa7d,8/29/11 12:04,f,60,NA,,No Prefecture Listed
b97c7f6df5ca0b62a151f0967da9230c,12/11/11 13:23,f,31,NA,長野県,Nagano
2d606ff9b56793548da7bb8dd99c0002,2/7/12 0:48,f,45,NA,,No Prefecture Listed
0b2a4f80d52e6ecbb2b9220b7519c781,3/13/11 20:45,m,30,NA,長崎県,Nagasaki
85c120de05419fd11b18860f042802b5,5/12/11 13:06,m,44,NA,埼玉県,Saitama
68ffa6700af83f617ca4268191e6c264,3/24/12 15:50,m,22,NA,,No Prefecture Listed
d2daf7cbae029112f0681c33d9dff56c,6/20/11 14:55,f,51,NA,大阪府,Osaka
665565e26696f7cdd7d8d5466266d177,5/21/11 21:08,f,25,NA,東京都,Tokyo
66b00bc21bd60ee34ba9e141234cd225,5/23/11 22:30,f,35,NA,,No Prefecture Listed
f498b45c04b019c9c0d2eb242288ffc4,3/3/11 22:49,m,26,NA,福岡県,Fukuoka
eee258e9dad8c831832fd63f310c9fa5,9/20/11 14:04,f,49,NA,,No Prefecture Listed
33fd5dd0c7b2d7c093045aa86a691e04,7/26/11 2:26,f,27,NA,,No Prefecture Listed
6ccf1862f2db8b2d7584da1f2dcb5adb,9/20/11 17:00,m,71,NA,東京都,Tokyo
f587ce8c4de237f9fc4f8bb520219db8,3/10/12 17:00,f,46,NA,,No Prefecture Listed
c402e7b6ad8eb9961a12fca7d963e518,7/16/11 7:38,m,79,NA,東京都,Tokyo
7734cde45d6a1b8b07ec70d544f8b522,7/30/11 21:06,m,39,NA,,No Prefecture Listed
8bcbafd1de0727e86a9d49155228d869,5/22/11 14:17,m,43,NA,岡山県,Okayama
a812be01365209856caf47147a5dc52b,11/22/10 15:23,m,41,NA,東京都,Tokyo
3ef3dc14323e926cad6f42e0e3a9a3c7,6/5/12 1:00,f,26,NA,,No Prefecture Listed
9bfdbd9e860b4cb20beba3a431588cca,2/10/12 10:28,f,37,NA,,No Prefecture Listed
7dc7866766d8092d54b35adbd8c1be75,3/6/12 19:43,f,38,NA,福岡県,Fukuoka
0b3ac587a9d4c14a2ce14c09ce985d07,11/29/11 2:02,f,28,NA,,No Prefecture Listed
5a24d2aeb37623fd761603e2d3afbefb,11/9/10 23:13,f,51,NA,埼玉県,Saitama
677e3e7c036419926a5e931a473093fa,9/13/11 17:00,m,71,NA,東京都,Tokyo
f07580febfa3048f020e13065601fff4,5/23/11 13:13,f,50,NA,東京都,Tokyo
20d33b5cfdc6536a4d1d4bb2c3d4cce8,6/23/11 11:28,m,62,NA,大阪府,Osaka
914b543c72b65d106becb48b929e3da3,12/19/10 10:54,f,32,NA,石川県,Ishikawa
e55fad19b37b4492756de05e926bed3f,5/21/11 2:25,m,22,NA,埼玉県,Saitama
5cdeb69fc82ec4985d5bab2e5fd97ee0,5/24/11 8:17,f,50,NA,愛知県,Aichi
e8431214ab26c9614ce7f2d9ade45348,11/9/10 18:20,f,29,NA,千葉県,Chiba
a2511bf7c647d95e5216af227231aae1,11/11/10 10:35,m,53,NA,和歌山県,Wakayama
a1811b878b99cb45ffcd7a9f0d331eec,10/16/10 18:35,f,28,NA,三重県,Mie
a5dd79dd95d5e34739b4f7441cd670da,3/30/11 20:37,m,26,NA,,No Prefecture Listed
b3f765a343c2225a820103ed3ad95506,2/4/11 12:17,m,64,NA,広島県,Hiroshima
7303bc96e2465865c41e005f1a3e6227,7/29/11 11:55,f,40,NA,東京都,Tokyo
da83aab5513a30f0308ac1ae57dd8a5a,7/31/11 17:58,m,58,NA,愛知県,Aichi
9431c12792a2c688bf9ccc5615b005f4,11/15/11 10:02,f,48,NA,,No Prefecture Listed
ebf0047e19953f31ff649ca0c9cf79db,7/14/11 19:36,m,68,NA,,No Prefecture Listed
69bd8cea430bfb959ef103d0fe75a02c,5/15/11 21:02,m,46,NA,東京都,Tokyo
624d7665fbc7f49415edc8284e320610,4/23/12 22:15,f,55,NA,京都府,Kyoto
7280268507f54f90ea7c7c678db44ef8,2/16/11 6:57,m,61,NA,北海道,Hokkaido
0bb0396594d34b00a479eb0a3044e7bb,1/28/11 16:45,m,47,NA,福岡県,Fukuoka
dcdd2ac7aed5c8ffffa9610dff19fd13,8/17/11 15:50,f,27,NA,神奈川県,Kanagawa
821b2bfc58ca1187bf016bd50dd19bad,7/18/11 1:20,m,43,NA,栃木県,Tochigi
ddbcd278a18ef317fb139f451b645790,5/18/11 1:36,m,22,NA,神奈川県,Kanagawa
c78c6aa69968fbb3406baaa2b38323e2,11/13/10 22:41,f,40,NA,神奈川県,Kanagawa
240a18ced6bb14bc40bd0e13c53b56d6,3/2/12 20:18,f,41,NA,,No Prefecture Listed
f11a5c41cb8285ec9992cd8c74f2f554,8/18/11 17:57,m,50,NA,,No Prefecture Listed
e8b0c0b5cb7e861395f775ea879f6928,5/15/11 21:55,m,48,NA,茨城県,Ibaraki
f73fbf75e920d232abd562696c44317d,11/8/10 17:12,f,54,NA,滋賀県,Shiga
8f450eb83c728223164f1daaed052308,1/22/11 22:43,f,38,NA,神奈川県,Kanagawa
d0b386f6ced9b4730b39e275ba8877e3,2/10/12 22:34,f,42,NA,滋賀県,Shiga
df1c7cb921e690905404de6eb2cf3a18,6/15/11 0:44,m,39,NA,大阪府,Osaka
35e72d593663c09cd92fa85262674e59,5/17/11 14:20,f,21,NA,,No Prefecture Listed
1e770c772c49a51e1fe280ff7a73a6d1,12/3/11 2:08,m,45,NA,埼玉県,Saitama
9317cf6b0704197746b04ad03eee928f,4/14/12 1:11,m,39,NA,福岡県,Fukuoka
b58ead024426930bc9ac3c315332b99c,7/8/11 14:48,m,35,7/22/11 17:44,京都府,Kyoto
65c3ed4982117678fa6ef06cab85ba1d,12/21/10 13:17,m,43,NA,,No Prefecture Listed
900b840cd09152e5c1864b4f63094ffc,2/27/11 11:02,f,38,NA,兵庫県,Hyogo
06d0c2db675278e600e322194d379aab,4/21/11 23:14,f,28,NA,,No Prefecture Listed
70e335fa4629d9b3e0459b6b53c25c8d,11/2/10 18:17,m,58,NA,大阪府,Osaka
a29da31fde1f6db0741f53a83fb0ee03,5/1/12 17:42,f,45,NA,東京都,Tokyo
bf2dce180d642afcf103907d75f8be80,6/6/12 2:33,m,43,NA,,No Prefecture Listed
7b09b383af0d77ab0295f339c7e5212c,11/10/11 12:51,f,31,1/31/12 8:28,,No Prefecture Listed
714a938846f19b317332e29c7e166f44,10/19/11 20:06,m,31,NA,,No Prefecture Listed
bbdb5899543b926180d3be8454e20179,11/27/11 23:17,m,32,NA,,No Prefecture Listed
c34580691fae24170e9cd7ddd0b57ef0,11/9/10 21:45,f,41,NA,埼玉県,Saitama
8cba320e5268afd47c8348a3ee8be99f,5/26/11 11:54,m,38,NA,千葉県,Chiba
88d47a7dd8ba85361a4f02b05728bd46,11/17/10 15:44,f,38,NA,,No Prefecture Listed
8c79075455021ed67ba7bff3d5a4e67d,7/5/11 17:51,m,45,NA,,No Prefecture Listed
23469700fcf7bef27ca4fb3f5c3f0014,4/9/11 17:34,f,24,NA,埼玉県,Saitama
9e99a0d07ebdcd81a8dcc57d82f1b68d,5/28/11 23:50,f,43,NA,北海道,Hokkaido
dd8f157306fb028c3c4620d7f20d76d7,12/11/11 23:58,f,20,NA,,No Prefecture Listed
60895b51a191fd8455aee0c62b2fc3ae,2/16/12 22:08,f,36,NA,熊本県,Kumamoto
9aa8f69ae12dd326a4356129a3e4bb4e,10/2/11 0:36,f,53,NA,埼玉県,Saitama
314b59e45d5304376a4448a1367bee04,6/1/11 9:13,m,57,NA,千葉県,Chiba
cbc8b0195c7362e30824b6e8b01a2d1c,11/18/10 11:36,m,37,NA,静岡県,Shizuoka
a1236af6e723324a099064a3e9fcf78b,3/20/12 23:56,m,50,NA,兵庫県,Hyogo
d2944fa6dfb678dd0ae38ba89c37f5b4,5/17/11 21:00,m,16,NA,大阪府,Osaka
dc78c9a4dba66b7d23b08841cd09e547,11/15/11 20:07,f,38,NA,福岡県,Fukuoka
c10d4ca82b03c5528a611af3b2aa4839,11/4/10 22:27,f,36,NA,広島県,Hiroshima
3fb5b99d706bdaf70087691ebe7f854c,5/18/11 11:53,f,45,NA,神奈川県,Kanagawa
b4f4ace24d53dbf36063b71499d7010d,7/5/11 13:32,m,30,NA,東京都,Tokyo
2c187ec05663c3c52fb3adbd79f43a67,6/13/11 16:06,f,29,NA,宮城県,Miyagi
8e5755396392ba36a6667181d84d2ceb,3/10/11 23:11,m,59,NA,東京都,Tokyo
ab8a2e7043374f0817394da7c7828175,6/29/11 10:42,f,50,NA,東京都,Tokyo
1fa61929f51aacb83b9f20b7f353a3c5,8/28/11 21:20,m,36,NA,,No Prefecture Listed
339b4c85b4afd291af29698a12c7e7d8,11/11/10 15:59,f,26,NA,愛知県,Aichi
d9bc8b10fab27c2f03388d8a362cb3d5,11/12/11 10:36,f,32,NA,,No Prefecture Listed
a781f0e8b840f2139fac49d814e352b2,9/4/11 17:00,f,51,2/10/12 11:31,兵庫県,Hyogo
3eb03ecb7f08e8544fc8b28c03da92f1,11/16/10 19:39,m,65,NA,愛知県,Aichi
132d82e017340efc739dec5df31f55b2,6/6/11 12:39,f,60,NA,,No Prefecture Listed
bf6d16481d77a60259b5039555690d7b,2/14/12 11:50,f,29,NA,,No Prefecture Listed
6899d061b4d653d05a3e45fc6c597fd0,5/27/11 4:11,m,40,NA,長野県,Nagano
314c1c25eea095c5f53338b8a7a24d7c,5/21/11 10:34,f,25,NA,神奈川県,Kanagawa
b5157564d5436480f580a1c55d09186b,7/25/11 13:06,m,61,NA,,No Prefecture Listed
273d9c129a84cd00bcef2c5d7f998ddc,11/8/10 3:15,m,65,NA,静岡県,Shizuoka
8f802f3943f2459e1a256f6df244e952,2/24/12 22:50,f,42,NA,東京都,Tokyo
cbdcb53d6ff34371557543c574c87d56,9/14/11 17:01,f,58,NA,沖縄県,Okinawa
8b3331a288acdac924520da0cfb46542,5/25/11 21:03,m,42,NA,富山県,Toyama
ef32938e74feba1e939d9ae8d083a2e1,6/10/11 10:38,f,29,10/15/11 17:14,,No Prefecture Listed
ec8d5e9cfd17cbb371b67a218198f42d,11/25/10 22:43,m,29,NA,兵庫県,Hyogo
3739321eb67449119d3d86ac59cf31d2,8/3/10 9:00,f,37,NA,東京都,Tokyo
016010c8c8c29f3312df85aa53bea633,6/27/11 13:07,f,22,NA,岡山県,Okayama
1d414403babbd0942f658965cd47fc00,5/26/12 1:08,m,48,NA,広島県,Hiroshima
8d4e54014056aa3843d68fc87b59770a,10/15/10 21:00,m,47,NA,東京都,Tokyo
34f5ca552043d2b32f282ac2d1ac75c3,6/12/11 17:42,f,48,NA,,No Prefecture Listed
0b49f9c82fc72353fa9262b6751280de,12/31/11 18:33,f,24,NA,京都府,Kyoto
bbb1b835ec87aded28f32d7a9c54b4a3,4/5/12 12:38,f,29,NA,,No Prefecture Listed
d86b8b57243abbbd109e259e13cb4de1,3/27/12 16:26,f,29,NA,北海道,Hokkaido
bed9931a9d4624ec3af1e0389fb60ed6,6/6/12 10:42,m,56,NA,兵庫県,Hyogo
b6c2e15ce15b950784a35307768b1d60,5/29/11 17:12,m,27,NA,,No Prefecture Listed
be349f5b5f3a66d33bd6f2ef14c6bfdb,11/11/10 17:51,f,47,NA,大阪府,Osaka
b890799880370d1dd19080d7e92945d3,11/15/10 20:10,m,60,NA,愛知県,Aichi
bcc8601767f6f8682a8498263b6d5e66,11/15/10 5:47,m,36,NA,宮城県,Miyagi
35b299267497b670b80d10036473c2aa,4/16/12 19:11,m,36,NA,秋田県,Akita
e2a135b2eeb460fcce7307ea3f4d07fe,12/22/11 12:08,f,26,NA,佐賀県,Saga
e0279c5ef9980f606796031c211eb13d,5/3/11 15:37,f,34,NA,大阪府,Osaka
9dab848211f7f986d6acb206a76eb492,11/14/10 23:34,m,45,NA,兵庫県,Hyogo
a176b709cd0f521310905762f75f8c9b,8/2/11 23:01,f,45,NA,神奈川県,Kanagawa
baf9735378ae90b5eec949f69eaac804,5/18/11 12:48,f,37,NA,,No Prefecture Listed
789de4ec510859c2b6900bda6d1ddc47,2/5/11 18:08,f,53,NA,,No Prefecture Listed
7afc4e216672636f61dfbad40d9816c6,5/27/11 13:06,m,40,NA,神奈川県,Kanagawa
6ee9a4abda564b82d944f01a7ce1162b,3/30/11 11:49,m,27,NA,大阪府,Osaka
e41b3bd016459ae0cdcf7842c5e5a7ac,2/18/11 16:39,f,29,NA,,No Prefecture Listed
286ade808655dcf7d6b0a55d9a66b710,8/7/11 8:10,m,61,NA,,No Prefecture Listed
71e22dd048af1c7183a0a02776a14130,12/28/10 21:44,f,48,NA,愛知県,Aichi
c6d0660002059f0abcfb0101a3996264,7/22/11 13:59,m,44,NA,,No Prefecture Listed
a27469694e67ddea38cf31cba0515129,6/24/11 21:42,f,62,NA,和歌山県,Wakayama
dc2b2b7c781f94a664e7037c367fbe68,11/14/10 22:48,m,49,NA,東京都,Tokyo
5f4f7fe13005b219dfd064715df556f8,5/23/11 12:23,m,53,9/4/11 12:04,三重県,Mie
f66b1bb52ba19ededc0bfe3e9b2c36be,3/31/11 6:33,m,53,NA,北海道,Hokkaido
6c8e586a25d4e0210d2da3e37f155a44,5/20/11 18:23,m,38,NA,埼玉県,Saitama
7b60d55779585cd83eede0ee3b1f7dff,3/18/12 15:56,f,25,NA,千葉県,Chiba
c5f6acc0bc72311cabfa058bb8cc35d7,5/21/11 12:38,m,57,NA,千葉県,Chiba
27a69976d8f14e151190f12c39819293,5/21/11 17:07,m,47,NA,東京都,Tokyo
989a1c7af09864daae51f90fe8e429fd,10/29/11 23:48,f,54,NA,,No Prefecture Listed
aeb07ec648686a1e37050caace786fb9,4/2/12 23:26,f,55,NA,東京都,Tokyo
58399e168d4198bcbb563d84cb2a3d3c,11/11/10 15:16,f,43,NA,東京都,Tokyo
d73efa73aee37d941542e99e82159ae2,2/23/11 8:31,m,66,NA,東京都,Tokyo
4d6f5bba8f0e93ce708e588fd638a431,12/14/11 22:10,m,39,NA,,No Prefecture Listed
26b3306a69bad82ac148820c4e356170,2/19/11 14:53,f,37,NA,宮崎県,Miyazaki
f19a6dac99d601ee28bcc57349ef8c4c,2/10/11 22:13,m,50,NA,大阪府,Osaka
de7e5499e37aa9d86cab903ed18732c4,5/26/11 17:39,f,38,NA,大阪府,Osaka
6d1f82cde090d65968c4ea2d17682061,11/9/10 17:06,m,45,NA,東京都,Tokyo
81b3da0b3e8dd65e97a4d50487671e1e,11/30/11 22:47,f,63,NA,神奈川県,Kanagawa
4213b9906dfdf64e031e1115497a0dbc,7/12/11 17:16,f,24,NA,,No Prefecture Listed
4f3f3c8f75f34bdd8bd9d0a54280e64e,7/26/11 12:35,m,41,NA,,No Prefecture Listed
83b44cd33ed77e5bd3ab070d35b47574,7/23/11 7:43,f,37,NA,宮城県,Miyagi
2be840fa38194ad78cb10427003841db,6/26/11 23:23,m,47,NA,,No Prefecture Listed
8bfd18caff2888f3f1359b1671620a7f,7/17/11 12:28,f,50,NA,兵庫県,Hyogo
9bd24331d82d4e7affca5d690aaa1abb,9/22/11 21:54,m,32,NA,,No Prefecture Listed
18a8e0043d8d9a9b59285d64a0eec99f,7/27/11 9:50,m,48,NA,,No Prefecture Listed
