,user_id_hash,reg_date,sex_id,age,withdraw_date,purchaseid_hash,i_date,item_count,sm_area_eng,coupon_id_hash,capsule_eng,genre_eng,price_rate,catalog_price,discount_price,ken_eng,age_group,Total Spent
48,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,39dab55870285cde5d045b5383dc0b69,2011-07-26,1,Yokohama,2ac34344edaec2510c3b6c5cb9376eea,Delivery service,Delivery service,66,2900,980,Osaka,Middle-Aged,980
49,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,49b167f456e042900aaefe974ddf4852,2011-08-02,1,"Ikebukuro, Kagurazaka, Akabane",01b263b57d18b2ee12a8b8dc70789cf6,Delivery service,Delivery service,71,1050,300,Aichi,Middle-Aged,300
50,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,21343af91ef98809ca7731a84e112bb0,2011-09-02,1,Fukushima,e414380975594627e6118b20c915e1fc,Delivery service,Delivery service,75,3600,880,Tokyo,Middle-Aged,880
51,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,6c0c319295b5c4e10051341ebea9c545,2011-09-15,2,"Ginza, Shinbashi, Tokyo, Ueno",71167a529964c9a2110ab9fb3fef4839,Food,Food,50,4232,2100,Tokyo,Middle-Aged,4200
52,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,f3644e4256b09c99acf88b4720c0e1dd,2011-10-29,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a262c7ff56a5cd3de3c5c40443f3018c,Other,Other coupon,80,500,100,Tokyo,Middle-Aged,100
53,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,b4314137802f9738941c905e96e13c53,2011-10-29,2,Yokohama,6a9d83c15a24818c7e39a0ddb323f833,Food,Food,57,3230,1380,Kanagawa,Middle-Aged,2760
54,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,7a63ab8b3a5023ff64d57869ea078d10,2011-11-24,1,"Ikebukuro, Kagurazaka, Akabane",b9301234e6e75385d8204f0f0b613900,Delivery service,Delivery service,56,1140,500,Saitama,Middle-Aged,500
55,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,0cb5b4f0df1043cbdb891c93b7debd95,2011-11-30,1,"Shibuya, Aoyama, Jiyugaoka",baed892f8f353f7947aa1314cf4b95ac,Delivery service,Delivery service,78,4725,999,Hokkaido,Middle-Aged,999
56,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,205c1e62ac814ec3562970f773c9019b,2011-12-07,1,"Ikebukuro, Kagurazaka, Akabane",0491980cfc7c545d4c7d40f7909ebe7f,Delivery service,Delivery service,52,4140,1980,Tokyo,Middle-Aged,1980
57,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,3f77524e88f6543895263e38eb9efd49,2011-12-08,1,"Ginza, Shinbashi, Tokyo, Ueno",a245475e0fd9d17205f6ff7649c28d6a,Food,Food,55,1000,450,Tokyo,Middle-Aged,450
58,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,a7e614eac807f649c8cda9f8bbe0bca4,2012-01-18,1,"Kawasaki, Shonan, Hakone and, others",8c79bee6f8974db0dddd2d5464e371c3,Delivery service,Delivery service,50,4000,2000,Kanagawa,Middle-Aged,2000
59,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,16a0ca5b81a6b62ef36cd843c286364a,2012-03-26,1,"Tachikawa, Machida, Hachioji, and others",2d2ab67b9b007d9f64e62a1d9dbd4c9c,Delivery service,Delivery service,67,2980,980,Tokyo,Middle-Aged,980
60,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,991e138956d22d986ef84e1fc8b39960,2012-04-11,1,"Ikebukuro, Kagurazaka, Akabane",3d4a384755e263375395519d01a04b6b,Delivery service,Delivery service,53,1600,750,Hyogo,Middle-Aged,750
61,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,ab80f398d4137b2b6405905765eb16bb,2012-04-22,2,"Ginza, Shinbashi, Tokyo, Ueno",d4d67963508b2d58163933a4b41fcc21,Food,Food,58,3800,1580,Tokyo,Middle-Aged,3160
62,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,9fa08cf17b707a16117666f407ed8573,2012-04-27,1,"Ginza, Shinbashi, Tokyo, Ueno",7e8c1312efe20219fa963435cffb4c31,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
63,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,e9e9bcd68b674ee1eecf8bb85c92565c,2012-05-18,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",3c267de48e9ba3704968757f8ca07c7c,Other,Other coupon,70,5355,1600,Tokyo,Middle-Aged,1600
64,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,a567ccfb3ca85c910d909af4e7d706d0,2012-06-10,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",e717d1a9770672703ead1016412adb89,Delivery service,Delivery service,66,5980,2000,Saitama,Middle-Aged,2000
65,cc39ab8a591d908f8f3b5cd1420c3319,2011-03-04,f,38,,2d4ce987f35e5154f4684d6b4d9cab80,2012-06-16,1,"Ebisu, Meguro, Shinagawa",22f1930bdff4e9e8c1e6fdc75009d5a7,Delivery service,Delivery service,50,1800,900,Wakayama,Middle-Aged,900
66,0b76d98d20f74aa5b5cb708bba7906e4,2011-05-19,m,38,,85121476d01ae80644edffdc8929ab76,2011-10-26,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",c7dfcc8b8b0a0d5308607d35c207208a,Food,Food,60,4725,1890,Tokyo,Middle-Aged,3780
67,0b76d98d20f74aa5b5cb708bba7906e4,2011-05-19,m,38,,e0cc004899e51917f503aada763086e1,2011-11-21,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a8a7a9f473a4be294b9a4722d7986656,Food,Food,50,5544,2770,Tokyo,Middle-Aged,5540
68,0b76d98d20f74aa5b5cb708bba7906e4,2011-05-19,m,38,,693f77a40d635a2f3320597433948ece,2011-12-29,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",dac8abc2cc517a0f7f01b67593b1d3be,Food,Food,55,6500,2900,Tokyo,Middle-Aged,5800
69,0b76d98d20f74aa5b5cb708bba7906e4,2011-05-19,m,38,,8e86ae6465313d650ba266ba35c870a1,2012-05-27,2,"Tachikawa, Machida, Hachioji, and others",66a32bd6e8e39144f857f7cbf41c1842,Food,Food,50,6000,2980,Tokyo,Middle-Aged,5960
70,204616876b76d2c150affd385ca4b8cf,2011-05-21,m,38,2012-02-03,c49e02f18b5d57872a3a3ef6de7ba2da,2011-08-22,1,"Shibuya, Aoyama, Jiyugaoka",673e83acfeda9c7a00cd92e0c136fd3c,Delivery service,Delivery service,50,2420,1200,Osaka,Middle-Aged,1200
71,fe3db75d7b928c23055f42c3af5cec36,2010-11-14,m,44,,475f2c67280e72550b0105679bbc1056,2011-07-15,1,"Shibuya, Aoyama, Jiyugaoka",a35dfd06f44bb1192f62c5c782023d58,Gift card,Gift card,50,1000,500,Tokyo,Middle-Aged,500
72,fe3db75d7b928c23055f42c3af5cec36,2010-11-14,m,44,,72acd5523bb0274fbbf97244781dd51d,2011-07-21,1,Tochigi,b5cd73150e632753560ac608e9673891,Other,Other coupon,51,2020,980,Tochigi,Middle-Aged,980
73,fe3db75d7b928c23055f42c3af5cec36,2010-11-14,m,44,,1cc8791cc086709db796dc6f484f77fd,2011-07-21,1,Tochigi,b5cd73150e632753560ac608e9673891,Other,Other coupon,51,2020,980,Tochigi,Middle-Aged,980
74,e188918d81ea5fe235fc53ab52fbd31d,2012-01-06,f,48,,4d0f3b0821e32c0425472fbd47b96686,2012-01-06,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",f9bc49f6eb35223b236ea058ce3e9fce,Other,Other coupon,95,2000,100,Tokyo,Middle-Aged,100
75,e188918d81ea5fe235fc53ab52fbd31d,2012-01-06,f,48,,ce7f380cad82d729ba4db181eeb2eddb,2012-03-26,2,"Shibuya, Aoyama, Jiyugaoka",72bbe6f355384826afb2c49e338b9d7c,Leisure,Leisure,50,8700,4350,Kanagawa,Middle-Aged,8700
76,e188918d81ea5fe235fc53ab52fbd31d,2012-01-06,f,48,,cdb0ebda9388720d88b505cb3a270849,2012-04-07,2,"Ginza, Shinbashi, Tokyo, Ueno",f33cf6687417e71b2ff399926f69b5f6,Japanese hotel,Hotel and Japanese hotel,50,6300,3150,Gunma,Middle-Aged,6300
77,e188918d81ea5fe235fc53ab52fbd31d,2012-01-06,f,48,,bd4e31d4fd466b8729144326486231c0,2012-05-18,2,"Akasaka, Roppongi, Azabu",d6a33a6bdedaeb899bc41c63cc137968,Food,Food,50,9000,4500,Tokyo,Middle-Aged,9000
78,e188918d81ea5fe235fc53ab52fbd31d,2012-01-06,f,48,,01fb22f7e20a0b1962bd3b429b8d1e3f,2012-05-29,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",331ae3769ef91b650493fd9e2136427c,Food,Food,57,6725,2890,Tokyo,Middle-Aged,5780
79,aa9d39055f8fee1770e52a31ded2034b,2011-12-23,m,48,,510e9cd5def8b6bcea745e5e6f1e25c6,2011-12-23,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",dae7ae7d804717da56c2fcafb1425b8f,Relaxation,Relaxation,50,7350,3675,Tokyo,Middle-Aged,3675
80,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,f3666113153570c60d843120469984cf,2011-07-06,1,"Ikebukuro, Kagurazaka, Akabane",a86b4e44463c3fd22402a28b0c995ff3,Delivery service,Delivery service,56,4536,1980,Okayama,Middle-Aged,1980
81,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,9845e5970ac4024ba68500436481216e,2011-08-05,1,"Ginza, Shinbashi, Tokyo, Ueno",ba7f86f96b58c1216b80fca536b3beb4,Delivery service,Delivery service,78,13650,2980,Tokyo,Middle-Aged,2980
82,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,d30f770463b3ce14881e9fa9b0e4224b,2011-08-16,1,"Ginza, Shinbashi, Tokyo, Ueno",7ed02fae14fdbf63d35e109fcd457234,Relaxation,Relaxation,62,13000,4900,Tokyo,Middle-Aged,4900
83,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,132eb5800bac4c97bda736ae92d777cb,2011-08-25,1,"Shibuya, Aoyama, Jiyugaoka",304856ac861e63d661a26eb4eaa26e0f,Food,Food,50,600,300,Tokyo,Middle-Aged,300
84,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,ff220ca30303593afb2542ae82674075,2011-09-13,1,"Akasaka, Roppongi, Azabu",1eedcc4a5d0935cc5c9d151eb8128654,Delivery service,Delivery service,53,2160,1000,Hyogo,Middle-Aged,1000
85,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,5567c15820f560be80a77f1726abc66a,2011-10-17,1,Ibaraki,bb5e6a6e6335c44c131611d815f8d30f,Delivery service,Delivery service,57,1980,850,Tokyo,Middle-Aged,850
86,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,b9d817c1348190bd97e64a782c7e9ab3,2011-11-01,7,Yokohama,d6ffcfb6feea8531aecdfb7121545092,Food,Food,50,4600,2300,Kanagawa,Middle-Aged,16100
87,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,ed1760928a5cdec18efcca026c605e3a,2012-01-25,1,Yokohama,0328aa2cba6b902285dfa7974126b6f3,Delivery service,Delivery service,52,3100,1480,Kyoto,Middle-Aged,1480
88,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,aabb7e10173df0543a7a436b25c93b8b,2012-02-23,1,Yokohama,615b0026cdfa14dd4cb423a4ba499315,Leisure,Leisure,57,3800,1600,Kanagawa,Middle-Aged,1600
89,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,e7c47113e76d4e3a09f1efc624750b11,2012-05-06,1,"Kawasaki, Shonan, Hakone and, others",7571fa98b993c1c283f499ebc72b6637,Delivery service,Delivery service,81,5400,980,Osaka,Middle-Aged,980
90,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,7b439bbe8d41a697d67e39b2411edcc3,2012-05-08,1,"Ebisu, Meguro, Shinagawa",061ee7085875a1066013390bbc249d2e,Relaxation,Relaxation,52,6300,2980,Tokyo,Middle-Aged,2980
91,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,82af80435fb4a997623a47dd67e71ff8,2012-05-19,7,"Kawasaki, Shonan, Hakone and, others",f074aa15d1c5896ea638588c125fa96e,Food,Food,50,3980,1990,Kanagawa,Middle-Aged,13930
92,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,96d49c8dfde7b333f29589a6a7da8366,2012-05-22,1,Yokohama,40d4a660df07a65115ea7fe803ac818c,Leisure,Leisure,57,3800,1600,Kanagawa,Middle-Aged,1600
93,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,d8bf8d596ea489574ab54ac17c518016,2012-05-28,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",047fb1f23d8cedea8cb86956cfd4b7cf,Other,Other coupon,100,1,0,Tokyo,Middle-Aged,0
94,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,ae4fa90ac047122725eb95795fbfc799,2012-05-31,1,Chiba,76f5e2e6d73b28ed108c6683df63317e,Delivery service,Delivery service,64,8400,2980,Hyogo,Middle-Aged,2980
95,522f7fecd5303908797f874037a4cec0,2010-12-03,f,42,,5b2f4e6ec4b0a4a35c437dbd1ede7351,2012-06-04,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",09411858ae07c0be91aeeddacf4556b4,Other,Other coupon,100,1,0,Tokyo,Middle-Aged,0
96,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,c557ee441403c036e66b20f51e1fcb80,2011-12-05,1,Fukushima,7bfea0480eef1666a0f341d85b44ce85,Gift card,Gift card,66,3000,999,Tokyo,Middle-Aged,999
97,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,f42b96bba552544dbeed2ae54d70419a,2011-11-23,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a262c7ff56a5cd3de3c5c40443f3018c,Other,Other coupon,80,500,100,Tokyo,Middle-Aged,100
98,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,6b8de6100e9f91cad4df712e1af5a0c7,2011-11-23,1,Miyagi,e308b905194cf460449303080be16418,Other,Other coupon,97,4000,100,Tokyo,Middle-Aged,100
99,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,b6b04c822a21b0352dc4f1ac8d782df8,2011-11-27,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",45ac77e58cfc88ab950d1b8604860fcd,Delivery service,Delivery service,81,7980,1480,Aichi,Middle-Aged,1480
100,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,87da4da01bed838dc05aee1b35f05e0f,2011-11-27,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",e5801087542e2e56aed59059805d0ee6,Delivery service,Delivery service,60,3200,1280,Osaka,Middle-Aged,1280
101,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,c03dad14c83cadfdef34a1986e0bc1da,2011-11-30,1,"Ikebukuro, Kagurazaka, Akabane",2571c84dc4fc866e7a156ea53a027296,Beauty,Beauty,72,10815,2980,Tokyo,Middle-Aged,2980
102,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,1b2d0e4721f4195c05c4e6930d3ed904,2011-11-30,1,"Minami, and others",bc389d8c330bca013912fb202aa86051,Delivery service,Delivery service,60,2515,1000,Osaka,Middle-Aged,1000
103,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,1b48473c9a08a3731e88579925731421,2011-11-30,1,"Ginza, Shinbashi, Tokyo, Ueno",5630feac9b5efeda16199db7630ddb61,Delivery service,Delivery service,53,2140,990,Fukuoka,Middle-Aged,990
104,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,bdf52b0d5f7cc587a4201ddd902b4be5,2011-12-02,2,"Ikebukuro, Kagurazaka, Akabane",f5be5c76911045370211649b2b67a505,Food,Food,50,6000,2980,Tokyo,Middle-Aged,5960
105,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,2f9cebb439acf1e985f6bd3a9f8a212f,2011-12-05,1,"Ikebukuro, Kagurazaka, Akabane",4366ae0844ac1c5b1aaf3b53e560a46a,Spa,Spa,67,30400,9800,Tokyo,Middle-Aged,9800
106,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,d46ff7d47faf70954528fe6fa4beb718,2011-12-14,1,"Ikebukuro, Kagurazaka, Akabane",af94c5b9f0d83f179d065862465f1faa,Beauty,Beauty,76,12600,2990,Tokyo,Middle-Aged,2990
107,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,86cc54962769e8cff3306eb847689de9,2011-12-20,1,"Tachikawa, Machida, Hachioji, and others",6f9d013e84c60b2b8d83077508c4c280,Delivery service,Delivery service,50,1695,840,Osaka,Middle-Aged,840
108,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,bc8ce36b17bdd9143be0ac14c05dd949,2012-01-10,1,"Ginza, Shinbashi, Tokyo, Ueno",3b4e17aaddbc73b4cf0d05188c47cf55,Other,Other coupon,90,1000,100,Tokyo,Middle-Aged,100
109,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,74927af3ddba9a3a9c48ed5d335fa3fe,2012-03-17,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",e362c49f89fb245638891214be7cee06,Delivery service,Delivery service,60,2480,980,Hokkaido,Middle-Aged,980
110,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,0b05396ca042fa658b43f11c2a6cd8fe,2012-04-19,1,"Ebisu, Meguro, Shinagawa",07a693af4ddc1ef6ba64f12117a4a52c,Delivery service,Delivery service,50,3570,1780,Saitama,Middle-Aged,1780
111,6434a69c5df328f00a6de71c327bf018,2010-11-17,f,57,,057763a6a5d9f6573968925678ab3000,2012-06-19,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",6d0a997acf143496aa621867244efac7,Other,Other coupon,90,1000,100,Tokyo,Middle-Aged,100
167,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,858a75ebccae010a137c331460884fe4,2011-07-14,1,Tochigi,ed3e0bf8cb40875b9169062e4310fd49,Delivery service,Delivery service,50,3000,1500,Aichi,Middle-Aged,1500
168,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,d9e90014a09ea4d10c10f786722874bf,2011-07-15,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",351cab58ce2f4f1534a7d83720676cf4,Food,Food,51,2080,1000,Tokyo,Middle-Aged,1000
169,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,70f94830ff528ad8be2c7bdb1194fafb,2011-07-24,1,Kochi,bb5cd997b0acde6fba6c3edf581791ca,Delivery service,Delivery service,52,14700,6980,Fukui,Middle-Aged,6980
170,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,12be12142ee055bb64e04de062f7a1ab,2011-08-13,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",9b1e82bba12d55e9737451b3b4b515db,Food,Food,50,3045,1500,Tokyo,Middle-Aged,1500
171,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,a03d023b47c468f8f377e2a8b9ef2e8c,2011-08-20,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",b099907899524807f711adbe1359c0ed,Food,Food,50,720,360,Tokyo,Middle-Aged,360
172,a812be01365209856caf47147a5dc52b,2010-11-22,m,41,,65f90e9e81d1b5cce71ff4ec30f0cc71,2011-08-25,1,"Ginza, Shinbashi, Tokyo, Ueno",05b6007da0e90094462756b36b1930cd,Food,Food,65,2900,999,Tokyo,Middle-Aged,999
